cod_secao#nm_secao#cod_divisao#nm_divisao#cod_grupo#nm_grupo#cod_classe#nm_classe#cod_cnae#nm_cnae
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.16-4#Cultivo de oleaginosas de lavoura temporária exceto soja#0116401#Cultivo de amendoim
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.16-4#Cultivo de oleaginosas de lavoura temporária exceto soja#0116402#Cultivo de girassol
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.16-4#Cultivo de oleaginosas de lavoura temporária exceto soja#0116403#Cultivo de mamona
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.16-4#Cultivo de oleaginosas de lavoura temporária exceto soja#0116499#Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119901#Cultivo de abacaxi
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119902#Cultivo de alho
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119903#Cultivo de batata-inglesa
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119904#Cultivo de cebola
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119905#Cultivo de feijão
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119906#Cultivo de mandioca
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119907#Cultivo de melão
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119908#Cultivo de melancia
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119909#Cultivo de tomate rasteiro
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.1#Produção de lavouras temporárias#01.19-9#Cultivo de plantas de lavoura temporária não especificadas anteriormente#0119999#Cultivo de outras plantas de lavoura temporária não especificadas anteriormente
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.2#Horticultura e floricultura#01.21-1#Horticultura#0121101#Horticultura exceto morango
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.2#Horticultura e floricultura#01.21-1#Horticultura#0121102#Cultivo de morango
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.2#Horticultura e floricultura#01.22-9#Cultivo de flores e plantas ornamentais#0122900#Cultivo de flores e plantas ornamentais
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.31-8#Cultivo de laranja#0131800#Cultivo de laranja
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.32-6#Cultivo de uva#0132600#Cultivo de uva
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133401#Cultivo de açaí
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133402#Cultivo de banana
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133403#Cultivo de caju
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133404#Cultivo de cítricos exceto laranja
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133405#Cultivo de coco-da-baía
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133406#Cultivo de guaraná
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133407#Cultivo de maçã
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133408#Cultivo de mamão
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133409#Cultivo de maracujá
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133410#Cultivo de manga
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133411#Cultivo de pêssego
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.33-4#Cultivo de frutas de lavoura permanente exceto laranja e uva#0133499#Cultivo de frutas de lavoura permanente não especificadas anteriormente
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.34-2#Cultivo de café#0134200#Cultivo de café
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.35-1#Cultivo de cacau#0135100#Cultivo de cacau
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.39-3#Cultivo de plantas de lavoura permanente não especificadas anteriormente#0139301#Cultivo de chá-da-índia
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.39-3#Cultivo de plantas de lavoura permanente não especificadas anteriormente#0139302#Cultivo de erva-mate
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.39-3#Cultivo de plantas de lavoura permanente não especificadas anteriormente#0139303#Cultivo de pimenta-do-reino
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.39-3#Cultivo de plantas de lavoura permanente não especificadas anteriormente#0139304#Cultivo de plantas para condimento exceto pimenta-do-reino
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.39-3#Cultivo de plantas de lavoura permanente não especificadas anteriormente#0139305#Cultivo de dendê
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.39-3#Cultivo de plantas de lavoura permanente não especificadas anteriormente#0139306#Cultivo de seringueira
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.3#Produção de lavouras permanentes#01.39-3#Cultivo de plantas de lavoura permanente não especificadas anteriormente#0139399#Cultivo de outras plantas de lavoura permanente não especificadas anteriormente
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.4#Produção de sementes e mudas certificadas#01.41-5#Produção de sementes certificadas#0141501#Produção de sementes certificadas exceto de forrageiras para pasto
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.4#Produção de sementes e mudas certificadas#01.41-5#Produção de sementes certificadas#0141502#Produção de sementes certificadas de forrageiras para formação de pasto
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.4#Produção de sementes e mudas certificadas#01.42-3#Produção de mudas e outras formas de propagação vegetal certificadas#0142300#Produção de mudas e outras formas de propagação vegetal certificadas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.51-2#Criação de bovinos#0151201#Criação de bovinos para corte
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.51-2#Criação de bovinos#0151202#Criação de bovinos para leite
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.51-2#Criação de bovinos#0151203#Criação de bovinos exceto para corte e leite
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.52-1#Criação de outros animais de grande porte#0152101#Criação de bufalinos
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.52-1#Criação de outros animais de grande porte#0152102#Criação de equinos
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.52-1#Criação de outros animais de grande porte#0152103#Criação de asininos e muares
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.53-9#Criação de caprinos e ovinos#0153901#Criação de caprinos
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.53-9#Criação de caprinos e ovinos#0153902#Criação de ovinos inclusive para produção de lã
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.54-7#Criação de suínos#0154700#Criação de suínos
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.55-5#Criação de aves#0155501#Criação de frangos para corte
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.55-5#Criação de aves#0155502#Produção de pintos de um dia
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.55-5#Criação de aves#0155503#Criação de outros galináceos exceto para corte
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.55-5#Criação de aves#0155504#Criação de aves exceto galináceos
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.55-5#Criação de aves#0155505#Produção de ovos
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.59-8#Criação de animais não especificados anteriormente#0159801#Apicultura
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.59-8#Criação de animais não especificados anteriormente#0159802#Criação de animais de estimação
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.59-8#Criação de animais não especificados anteriormente#0159803#Criação de escargô
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.59-8#Criação de animais não especificados anteriormente#0159804#Criação de bicho-da-seda
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.5#Pecuária#01.59-8#Criação de animais não especificados anteriormente#0159899#Criação de outros animais não especificados anteriormente
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.61-0#Atividades de apoio à agricultura#0161001#Serviço de pulverização e controle de pragas agrícolas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.61-0#Atividades de apoio à agricultura#0161002#Serviço de poda de árvores para lavouras
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.61-0#Atividades de apoio à agricultura#0161003#Serviço de preparação de terreno cultivo e colheita
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.61-0#Atividades de apoio à agricultura#0161099#Atividades de apoio à agricultura não especificadas anteriormente
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.62-8#Atividades de apoio à pecuária#0162801#Serviço de inseminação artificial em animais
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.62-8#Atividades de apoio à pecuária#0162802#Serviço de tosquiamento de ovinos
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.62-8#Atividades de apoio à pecuária#0162803#Serviço de manejo de animais
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.62-8#Atividades de apoio à pecuária#0162899#Atividades de apoio à pecuária não especificadas anteriormente
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.6#"Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita"#01.63-6#Atividades de pós-colheita#0163600#Atividades de pós-colheita
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#01#AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS#01.7#Caça e serviços relacionados#01.70-9#Caça e serviços relacionados#0170900#Caça e serviços relacionados
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210101#Cultivo de eucalipto
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210102#Cultivo de acácia-negra
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210103#Cultivo de pinus
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210104#Cultivo de teca
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210105#Cultivo de espécies madeireiras exceto eucalipto acácia-negra pinus e teca
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210106#Cultivo de mudas em viveiros florestais
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210107#Extração de madeira em florestas plantadas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210108#Produção de carvão vegetal - florestas plantadas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210109#Produção de casca de acácia-negra - florestas plantadas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.1#Produção florestal - florestas plantadas#02.10-1#Produção florestal - florestas plantadas#0210199#Produção de produtos não madeireiros não especificados anteriormente em florestas plantadas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.2#Produção florestal - florestas nativas#02.20-9#Produção florestal - florestas nativas#0220901#Extração de madeira em florestas nativas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.2#Produção florestal - florestas nativas#02.20-9#Produção florestal - florestas nativas#0220902#Produção de carvão vegetal - florestas nativas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.2#Produção florestal - florestas nativas#02.20-9#Produção florestal - florestas nativas#0220903#Coleta de castanha-do-pará em florestas nativas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.2#Produção florestal - florestas nativas#02.20-9#Produção florestal - florestas nativas#0220904#Coleta de látex em florestas nativas
A#AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA#02#PRODUÇÃO FLORESTAL#02.2#Produção florestal - florestas nativas#02.20-9#Produção florestal - florestas nativas#0220905#Coleta de palmito em florestas nativas
